id	name	size	proof	abv	spirit_type	brand_id	popularity	image_url	avg_msrp	fair_price	shelf_price	total_score	wishlist_count
19526	Maker's Mark 2023 Wood Finishing Series BEP	750	110	55	Bourbon	333	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/5c88d2a7-be5d-4965-8841-9a4a6615d019	67.47	117.43	64.99	2667	93
16613	Barrell Seagrass Rye Whiskey	750	118.4	59.2	Rye	146	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recmUbjbRg7Dn3cub	87.46	94.18	90.06	2659	263
3860	Jack Daniel's	750	80	40	Whiskey	231	100039	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recrory7Tdm19N6fk	24.21	35.04	27.29	2658	196
966	New Riff Bourbon Single Barrel	750	98	49	Bourbon	254	100029	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rechz9ebtYu4dZLsa	52.49	81.63	57.6	2655	342
3249	Wild Turkey Rare Breed Barrel Proof Rye	750	116	58	Rye	191	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recjwZj9cJndWwWPt	57.48	81.77	74.89	2634	311
1133	Uncle Nearest 1856	750	100	50	Whiskey	567	1996	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recJFKeoEZ2QlHCfm	55.88	88.5	64.29	2633	384
18070	Blood Oath Pact No. 8	750		49.3	Bourbon	849	1980	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recT4c7Pf4qfLBCSU	124.97	222.55	280.85	2623	438
18184	Jack Daniel's Bonded	700	100	50	Whiskey	231		https://d1w35me0y6a2bb.cloudfront.net/newproducts/reckM8p0DW8byhfDT	33.97	47.5	32.64	2598	104
17898	Weller Special Reserve	1000	90	45	Bourbon	156	100039	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recGsrlDsDcWv6CmH	29.99	71.65	79.45	2587	229
2291	Wild Turkey Longbranch 8 Year	750	86	43	Bourbon	191	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recXnVO51ZKsyylWp	37.54	61.02	41.8	2584	229
21106	Stagg - 23C	750	125	62.5	Bourbon	3640	100042	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recQsEooEteqiIQLE	59.99	197.99	175.83	2532	499
2831	New Riff Bourbon	750	100	50	Bourbon	254	1700	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec39RJiDeQBrJv1q	39.98	62.23	54.99	2512	474
633	Michter's Barrel Strength Rye Whiskey	750	111.8	55.9	Rye	405	100025	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recdB01wlmUNCEANJ	79.02	204.81	215.39	2490	608
2549	Crown Royal Peach	750	70	35	Canadian Whisky	182	100027	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec0xqZZEwI7E885d	29.61	45.5	39.99	2477	115
3997	Redwood Empire Lost Monarch	750	90	45	Whiskey	445	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recs4YaRKIRaGyXhU	40.97	57.26	52.89	2471	263
18508	Willett Wheated 8 Year	750	108	54	Bourbon	2986	100037	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec5k30jxgSmZryAH	249.99	339.41	270.58	2463	324
41273	Stagg Batch 24A	750		63.8	Bourbon	3640	100046	https://d1w35me0y6a2bb.cloudfront.net/newproducts/8eb464d7-81f5-4df2-84d4-174c85d2389b	65	172.98	207.47	2462	624
17450	Benchmark Single Barrel	750	95	47.5	Bourbon	3330	100031	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recaj6GAKbcqGNQwB	24.97	36.69	31.89	2460	232
21242	George T. Stagg 2023 Release	750		67.5	Bourbon	352	100049	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recEjgFQvnlVNcH77	124.97	622.6	1062.5	2356	718
893	Old Forester 86 Proof	750		43	Bourbon	152	100031	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recgKSyn8Ed6oZW72	21.25	34.71	22.99	2343	346
16682	Blanton's Red	750	93	46.5	Bourbon	10	100033	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recQspTYVcfEl4SUw	199.99	294.86	349.59	2317	1032
17397	Old Fitzgerald 8 Year - Spring 2021	750	100	50	Bourbon	234	1600	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recFtk3FcVV0nbWX8	84.99	191.83	234.55	2302	1467
17632	Elijah Craig Barrel Proof Batch A122	750	121	60.5	Bourbon	2	1200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/42cf6c22-3da1-4584-9477-2ae5d5b0639a	69.97	127.1	90.02	2292	214
17435	Knob Creek 12 Year Cask Strength 	750	121	60.5	Bourbon	189	100036	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recitOSI7BboWYsjc	94.79	114.59	104.27	2265	720
435	Crown Royal	750	80	40	Canadian Whisky	182	1996	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recbSBRwenrYqKTcx	25.72	43.8	30.99	2234	162
17247	Benchmark Bonded	750	100	50	Bourbon	3330	100029	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recXKQYMNayJv4NUk	19.97	27.3	23.19	2231	226
15984	Old Forester 150th Anniversary	750	127	63.5	Bourbon	152	1998	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recbwOTTyHWJlIxv4	150	270.36	512.47	2230	1020
670	Coopers' Craft Barrel Reserve	750	100	50	Bourbon	2494	100045	https://d1w35me0y6a2bb.cloudfront.net/newproducts/0600c341-341c-42e6-8b12-84d1db7d969c	32.22	44.66	40.03	2219	433
1579	Basil Hayden's 10 Year	750		40	Bourbon	330	1800	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recOVSI9ABAypKBe3	67.48	96.37	91.49	2206	323
15989	Maker's Mark 2021 Wood Finishing Series FAE-01	750	111	55.5	Bourbon	333	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recfidomWc4I4TOty	59.57	134.68	69.86	2186	314
17068	Still Austin Cask Strength Bourbon	750	116	58	Bourbon	3145	100041	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recZIBgvu1RaUHe4z	64.99	73.69	71	2173	269
5131	Jack Daniel's Single Barrel Barrel Proof	375	128	64	Whiskey	231	60	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recGZYMKtX3giZtyH	33.97	75.34	45.88	2163	159
19626	Bardstown Origin Series Bottled in Bond	750	100	50	Bourbon	778	100032	https://d1w35me0y6a2bb.cloudfront.net/newproducts/f1b496d4-b5d8-4e91-abb8-83a74cf3d975	49.97	69.08	54.05	2125	247
1419	Isaac Bowman Port Barrel Finish Bourbon	750	92	46	Bourbon	6683	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recM8vbfzqHVZya80	39.3	60.52	61.79	2118	154
16161	Blood Oath Pact No. 7	750	98.6	49.3	Whiskey	849	1980	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recSIud6npYB7ab4p	99.99	251	249.99	2085	406
17210	Penelope Toasted Series	750	112	56	Bourbon	2817	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec7Sq90l6MbsnW6A	69.97	89.16	94.99	2082	200
18235	Calumet Farm 16 year Single Rack Black	750	106	53	Bourbon	769	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/reccHrJbZgZTKN4NU	129.99	167.89	154.49	2072	226
19720	Green River Wheated Sour Mash	750	90	45	Bourbon	3445	100041	https://d1w35me0y6a2bb.cloudfront.net/newproducts/bf03e038-76a5-4842-8704-e48563544a99	35	45.61	35.99	2054	204
17213	Blue Run High Rye Bourbon	750	111	55.5	Bourbon	2820	1600	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9Vetq3aMEhXUwh	97.47	140.59	109.99	2048	248
15965	Penelope Bourbon Four Grain	750	80	40	Bourbon	2817	1120	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recqXwD3K4cP85KkF	37.47	56.43	38.91	2045	198
4588	Rowan's Creek 12 Year	750		50.05	Bourbon	8524	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recz9nrva4Dt27gDg	48.81	71.85	54.67	2031	170
1736	Bulleit Bourbon Barrel Strength	750	119.4	59.7	Bourbon	415	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recQGRauPc8PhJFbw	50.14	67.32	54.03	2030	223
2159	Old Forester 100	750	100	50	Bourbon	152	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recV0eRDYZzQ8DWuk	23.59	37.51	24.99	2017	221
18396	Ben Holladay Bottled in Bond Bourbon	750	100	50	Bourbon	3647	100027	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recJWu8BOhyhYpgoc	59.98	75.46	67.99	2014	247
17138	Remus Repeal Reserve V	750	100	50	Bourbon	586	1600	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recnQAvWnLD8wcYQZ	90	241.09	149.99	2004	406
18712	Elijah Craig Barrel Proof Batch C922	750	125	62.5	Bourbon	2	1200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/569368fa-2cb3-4253-8de8-f8a1af3abd88	69.97	107.5	79.99	1994	131
184	Belle Meade Cask Strength Reserve Bourbon	750	108	54	Bourbon	154	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec8ypD0R8Z2lM8jz	56.69	92.34	73.42	1988	219
859	Monkey Shoulder	750	86	43	Scotch	483	1900	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recgUDEyqd2u99HpY	33.89	51.34	37.26	1986	226
286	Buffalo Trace Kosher Wheat 7 Year	750		47	Bourbon	245	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9DcfxtrwJNKsqq	39.99	85.93	79.98	1984	276
21466	James E. Pepper Barrel Proof Bourbon	750	105.4	52.7	Bourbon	550	100045	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec8pklFoPunGfATF	64.99	80.06	72.48	1979	257
19559	Redwood Empire Pipe Dream Cask Strength	750	117	58.5	Bourbon	445	100031	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recDvBiLOCJFD8ULj	70	103.14	75.89	1977	305
17089	Woodford Reserve Master's Collection Batch Proof 128.3	750	128	64	Bourbon	2004	1960	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recT4oa9621BqzqWR	130	187.36	350.89	1973	779
3123	Jameson Irish Whiskey Triple Distilled	750	80	40	Irish Whiskey	214	1996	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec72JDJEjoMIYjzf	28.69	33.53	37.24	1970	190
3205	Rabbit Hole Dareringer Sherry Bourbon Cask	750	93	46.5	Bourbon	573	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/reci2r5koMIa3li3M	71.45	111.06	94.89	1965	210
3265	Crown Royal Salted Caramel	750	70	35	Canadian Whisky	182	100029	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recjW5MWKuAREMjFt	28.14	51.64	30.11	1943	119
3152	George Dickel Bottled in Bond Tennessee Whiskey 13 Year	750	100	50	Whiskey	486	1600	https://d1w35me0y6a2bb.cloudfront.net/newproducts/reciPtFsn8BCFlQyt	40.3	66.26	79.98	1939	209
18233	Elijah Craig Barrel Proof Batch B522	750	121	60.5	Bourbon	2	1200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/70e0a3c0-d40b-4c1a-ae5f-1279add8df4f	72.47	113.91	89.97	1938	127
2331	Eagle Rare 10 Year	375	90	45	Bourbon	542		https://d1w35me0y6a2bb.cloudfront.net/newproducts/recX9Tqmo30jkzrbv	17.63	63.59	24.99	1919	126
17293	Booker’s Bourbon 2021-04 Noe Strangers Batch	750	124	62	Bourbon	647	1800	https://d1w35me0y6a2bb.cloudfront.net/newproducts/1ca0cb72-a017-499b-b1c7-e4e1da16c850	89.99	164.51	109.99	1914	239
2086	Knob Creek Smoked Maple	750	90	45	Bourbon	189	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recU7OSVWv0n6ACl9	34.68	49.1	37.86	1904	116
4575	E.H. Taylor, Jr. 18 Year Marriage	750		50	Bourbon	210	1700	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recz0y5B3H7Gfkl6i	69.99	336.92	3189.98	1896	1395
17153	Maker's Mark 2021 Wood Finishing Series FAE-02	750	109	54.5	Bourbon	333	1900	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recFxWXneAJkFaU4V	62.47	107.16	65.99	1895	348
19790	Penelope Bourbon Cooper Series - Valencia	750	98	49	Bourbon	2817	100044	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recV6NoLzi1jzq7Ul	89.99	108.79	79.99	1894	294
2147	High West Campfire	750	92	46	Whiskey	350	90	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recVFeYGVWzfdyz4N	69	82.92	71.49	1885	148
20831	Booker's Bourbon 2023-03 Mighty Fine Batch	750	122	61	Bourbon	647		https://d1w35me0y6a2bb.cloudfront.net/newproducts/recke7mvn4IrEOARk	89.99	156.5	137.67	1877	56
17688	Old Forester Rye Barrel Strength Single Barrel	750		64.05	Rye	152	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/61465bf4-95ec-475e-b437-357ff094d0f5	79.99	124.24	124.97	1877	226
17894	Castle & Key Small Batch Bourbon	750	98	49	Bourbon	2983	600	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recbjx4SbSxRZyVgC	49.99	68.72	54.99	1874	185
15967	Horse Soldier Bourbon	750	86	43	Bourbon	3188	1900	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec5wHkRVqocAl1FP	53.47	77.69	53.58	1871	309
17446	Penelope Bourbon Rosé Cask Finish	750	94	47	Bourbon	2817	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recVKM3N8s5nIZRkz	67.47	90.03	71.39	1859	121
841	Peerless Bourbon Small Batch	750	107	53.5	Bourbon	163	100027	https://d1w35me0y6a2bb.cloudfront.net/newproducts/c763dc79-5e80-4038-b786-b8eb665e896b	72.99	99.58	80.29	1858	189
17211	Blue Note Juke Joint Whiskey Uncut Unfiltered	750	122	61	Bourbon	3068	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recBWmJUIguIjdWiu	49.99	61.86	55.33	1852	215
21010	Booker’s Bourbon 2023-04 - The Storyteller Batch	750	127	63.5	Bourbon	647		https://d1w35me0y6a2bb.cloudfront.net/newproducts/recaTO5b7RCGRu9Gc	109	143.81	121.21	1845	54
20005	Booker's 7 Year "Apprentice Batch" - 2023	750		62.75	Bourbon	647	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/e77ce3f3-53b5-4763-bfa4-c9e16f33c09c		105.83	114.39	1840	45
2581	WhistlePig 6 Year Piggyback Rye	750	96.6	48.3	Rye	3549	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec04ExDdVFubB2cY	47.48	67.17	62.99	1840	129
4783	Woodford Reserve Double Oaked	1000	90.4	45.2	Bourbon	2004		https://d1w35me0y6a2bb.cloudfront.net/newproducts/recCURjMMrekdH4VW	66.99	91.49	73.69	1839	174
17054	Buffalo Trace Kosher Bourbon Rye Recipe	750	94	47	Bourbon	245	600	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recdQkib7m8wIU0Vb	39.99	109.08	128.37	1828	308
4813	Maker's Mark 46 Cask Strength	750	110	55	Bourbon	333	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recCHYKncSjI3Dztg	58.97	79.52	81.29	1817	308
19151	Stagg - Batch #18	750	131	65.5	Bourbon	3640	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recgzt9vNV0uZqrBG	70	345.56	412.45	1815	87
19975	Elijah Craig Barrel Proof Batch B523	750	124	62	Bourbon	2	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/acfa18fe-f862-4d08-ad9a-b39045890078	72.47	115.23	69.99	1808	50
17355	Penelope Bourbon Barrel Strength Four Grain Batch 8	750	115	57.5	Bourbon	2817	1600	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recrQPyKubaoLCE37	64.99	85.25	74.49	1799	347
17802	Stagg Jr. - Batch #17	750	128.7	64.35	Bourbon	3640	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recZbURZWnlGDSaNH	53.3	228.07	389.27	1795	166
48400	Stagg 24B	750	127.8	63.9	Bourbon	3640	100150	https://d1w35me0y6a2bb.cloudfront.net/newproducts/5721a24c-b160-412f-9ba6-1e8892b87df7		163.28	219.99	1781	425
3286	High West Double Rye	750	92	46	Rye	350	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recj8HeW4ZAnZeI1h	37.38	44.45	40.8	1780	137
18354	Booker’s Bourbon 2022-02 Lumberyard Batch	750	124	62	Bourbon	647	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/67f27aa2-ddcb-4d7e-bee1-a4af0170c061	89.99	175.74	192.34	1779	123
17630	Kentucky Owl St. Patrick's Edition	750		50	Bourbon	779	600	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recwCoPXgMCJJI8QA	134.98	157.56	149	1776	135
1948	Old Forester Single Barrel 100 Proof	750		50	Bourbon	5959	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recTLhfHyFC8BjPg9	71.63	135.44	219.99	1775	484
3838	Joseph Magnus Straight Bourbon	750	100	50	Bourbon	443	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recq640kdlDef6HwI	91.48	139.15	109.99	1758	206
19879	Stagg - 22A	750	132	66	Bourbon	3640	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/6c13e233-8579-4d4c-aea2-4c82dcf40874	80	255.95	249.99	1751	114
19819	Larceny Barrel Proof Batch B523	750		62.2	Bourbon	587	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recJHmbS4hrqexmel	59	79.14	69.39	1740	62
4033	Pikesville Rye Whiskey	750	110	55	Rye	8412	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rectnTRFH3T8oEONc	50.87	70.52	55.66	1738	253
3365	Jefferson’s Reserve Very Old Kentucky Straight Bourbon Very Small Batch	750	90.2	45.1	Bourbon	9035	80	https://d1w35me0y6a2bb.cloudfront.net/newproducts/reck4oP88T4cA9Tno	54.24	80.75	59.31	1737	150
13955	Rabbit Hole Cavehill	750	95	47.5	Bourbon	573	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recE8upmjz39R8VbA	59.97	100.85	65.99	1722	133
19502	Ben Holladay Soft Red Wheat Rickhouse Proof	750	120.1	60.05	Bourbon	3647	100061	https://d1w35me0y6a2bb.cloudfront.net/newproducts/b20bcc00-0ff3-44eb-9376-349d8d480eea	74.99	89.03	80.79	1719	331
2019	Bulleit Bourbon 10 Year	750	91.2	45.6	Bourbon	415	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recT5g0gYfOdJlV88	45.99	67.06	50.49	1714	192
592	Lagavulin 16 Year	750		43	Single Malt Scotch Whisky	392	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/reccgxdrBpjntE23d	102.22	119.13	114.42	1713	189
3454	Elijah Craig Straight Rye Whiskey	750	94	47	Rye	2	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recl7TtQekM7rFK9U	32.3	40.84	33.54	1710	92
2034	Mellow Corn Bottled In Bond	750	100	50	Whiskey	2551	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recTfvH79SlofZmCr	17.51	25.37	18.09	1707	110
17221	Redwood Empire Grizzly Beast Straight Bourbon Bottled in Bond	750	100	50	Bourbon	445	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recrOYZbphZcxNJHF	79.99	105.9	117.59	1706	270
18778	Remus Repeal Reserve VI	750	100	50	Bourbon	586	1980	https://d1w35me0y6a2bb.cloudfront.net/newproducts/reczoqQc1IiqYSPd9	109.99	153.09	209.47	1704	261
4427	Old Forester 1870 Original Batch	750	90	45	Bourbon	152	100	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recxhboSbvZmOUqMT	40.91	79.18	45.06	1675	236
18768	Maker’s Mark 2022 Wood Finishing Series BRT-02	750	109	54.5	Bourbon	333	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recEU4oIQXQAxUp3v	62.47	109.33	59.99	1667	76
17776	Green River Bourbon DSP-KY-10	750	90	45	Bourbon	3445	600	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recHhipL9ayPIpNjG	34.99	47.06	34.99	1666	208
19848	Blood Oath Pact No.9	750	98	49	Bourbon	849	1400	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recztpcqlFm7YSptJ	134.97	273.22	248.4	1663	139
3181	Yamazaki 12 Year	700	86	43	Japanese Whisky	238	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/reciDmkCKN5xlSYd2	134.15	231.33	174.56	1661	234
3560	I.W. Harper 15 Year	750		43	Bourbon	2532	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recnRwgBB0SFF97In	75	123.8	94.99	1659	188
4581	Basil Hayden's Dark Rye	750	80	40	Rye	330	80	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recz3HORuAvWF8ABA	43.38	65.11	49.99	1650	128
16674	Old Fitzgerald 16 Year	750	100	50	Bourbon	234	1999	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recq982HycAKytnQM	155.69	346.14	796.95	1642	1067
20574	Little Book Chapter 7: In Retrospect	750	118	59	Whiskey	823		https://d1w35me0y6a2bb.cloudfront.net/newproducts/d9a41faf-6cba-400b-afb5-d11028765036	159.98	227.42	170	1640	82
19465	Larceny Barrel Proof A123	750	126	63	Bourbon	587	1600	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec4IGzIxh90vrwec	59.99	96.48	93.64	1629	122
19529	Stagg Batch 22B	750		65	Bourbon	8803	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/259fbcf5-f250-40db-9d69-a112fd5a230e	55	270.44	293.49	1618	65
18185	Jack Daniel’s Triple Mash	700	100	50	Whiskey	231		https://d1w35me0y6a2bb.cloudfront.net/newproducts/recJvlywrvkVfUIBc	36.48	46.87	59.99	1617	81
17181	Booker’s Bourbon 2021-03 Bardstown Batch	750	127	63.5	Bourbon	647	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/cf2d9ed6-4684-4daf-9c31-85d9dc060182	89.99	166.78	229.99	1615	141
18517	Little Book Chapter 6: To The Finish	750	117.4	58.7	Bourbon	823	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recGVbSKN0Fw1BhcK	124.97	249.86	191.35	1613	100
21024	Stagg 127.8 Proof	750		63.9	Bourbon	3640		https://d1w35me0y6a2bb.cloudfront.net/newproducts/recJKINRoUEYSA64z	60	168.23	259.78	1604	72
3793	High West American Prairie Bourbon	750	92	46	Bourbon	350	100	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recqPoq6VS9akkNud	36.82	57.5	40.8	1597	157
17246	Benchmark Top Floor	750	86	43	Bourbon	3330	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recoBErVhI2W8BMIn	17.47	24.94	17.89	1571	130
18355	Smoke Wagon Uncut the Younger	750	115	57.5	Bourbon	2808	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec6g1DWC2jy7JdeS	46.99	65.5	51.69	1563	90
16693	Hibiki Japanese Harmony	750		43	Blended Whisky	484	600	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recp4FoniEogHMv1q	87.47	112.22	92	1558	183
18767	Maker’s Mark 2022 Wood Finishing Series BRT-01	750	109	54.5	Bourbon	333	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recfinLBZr1Nk4XN7	62.47	99.03	59.99	1556	66
2428	Bib & Tucker 6 Year Small Batch Bourbon	750	92	46	Bourbon	799	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recYiSvM0tNCcjYBK	51.08	82.62	56.99	1537	134
14239	Ezra Brooks Cask Strength	750	120	60	Bourbon	324	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recQ8gkFX3aYMfsvv	52.46	75.43	53.46	1528	76
17151	Rebel Cask Strength Single Barrel	750	120	60	Bourbon	3237	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/reczp1vS6CAFwTDv0	55.97	73.03	63.49	1525	107
19540	Bardstown Origin Series Bourbon	750	96	48	Bourbon	778	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recXhC452yVD7eKKZ	46.64	63.05	48.49	1518	165
13347	Sagamore Spirit Rye Double Oak	750	96.6	48.3	Rye	3440	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec7rUN5kT5i37wAR	59.97	73.96	64.19	1518	208
16367	Kirkland Signature Bottled-in-Bond Bourbon Barton 1792	1000	100	50	Bourbon	1118	100030	https://d1w35me0y6a2bb.cloudfront.net/newproducts/reczmhROZgZXPxGdN	36	52.41	31.39	1514	81
17309	Elijah Craig Barrel Proof Batch C921	750	120	60	Bourbon	2	1200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/8f25762d-0299-403b-abae-8c7424d3c588	69.97	109.18	79.99	1504	115
16893	Bardstown Fusion Series No. 5	750	95	47.5	Bourbon	778	1980	https://d1w35me0y6a2bb.cloudfront.net/newproducts/9985d1a6-58bb-4833-8c43-bba50144236a	59.99	87.89	65.99	1497	290
19779	Evan Williams Single Barrel Vintage 2015	750	87	43.5	Bourbon	167	100030	https://d1w35me0y6a2bb.cloudfront.net/newproducts/5c874ce4-c5ee-4d9b-9275-83c5ebfb0546	55	60.7	40.04	1497	103
17164	Widow Jane Lucky Thirteen	750	99	49.5	Bourbon	295	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recBrTq2tSHeV1Q9t	90	132.77	126.83	1489	185
50056	George T Stagg - 2024	750	136.1	68.05	Bourbon	352	100131	https://d1w35me0y6a2bb.cloudfront.net/newproducts/6b07e67c-276c-4d84-bc5c-79fca302265d.png	150	486.09	977.78	1475	596
3000	Uncle Nearest 1884 Small Batch	750	90	45	Whiskey	567	1800	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec6Pnoi1klOp72WE	46.1	56.18	50.39	1465	158
34570	Green River Full Proof	750	117.3	58.65	Bourbon	3445	100049	https://d1w35me0y6a2bb.cloudfront.net/newproducts/7c498089-c0bb-4485-b2d1-428a8204fc68	50	67.46	52.82	1459	272
2329	Buffalo Trace White Dog Mash 1	375	125	62.5	Whiskey	245	40	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recX7tUaj8JaCZ2iy	16.65	20.66	19.44	1448	79
3086	Baker's 13 Year Single Barrel	750		53.5	Bourbon	288	100037	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec7Toerkp3HPRauW	100	209.73	292.32	1443	391
1580	Colonel E.H. Taylor Amaranth	750	100	50	Bourbon	210	1700	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recOVIcmn1mPyzwyr	68.03	210.62	1829.59	1442	1054
297	Old Elk Blended Straight Bourbon	750	88	44	Bourbon	252	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9GDGtcvE3YM7i0	52	55.34	52.82	1441	132
3867	Blanton's	50	93	46.5	Bourbon	10		https://d1w35me0y6a2bb.cloudfront.net/newproducts/recrt7rMK31Crn0tu	8.81	18.72	44.19	1439	106
1547	Johnnie Walker Blue Label	750	80	40	Scotch	213	94	https://d1w35me0y6a2bb.cloudfront.net/newproducts/recOqfsTRIefjxCtv	222.18	271.87	230.72	1429	136
18104	Weller 12 Year 1 Liter	1000		45	Bourbon	156		https://d1w35me0y6a2bb.cloudfront.net/newproducts/recEgaAN8fKvS1TFf	54.47	177.5	379.66	1419	170
17177	Wilderness Trail Small Batch Bourbon	750		50	Bourbon	521	200	https://d1w35me0y6a2bb.cloudfront.net/newproducts/ba1af8db-4837-4ed5-9a92-660f2315502a	62.99	84.41	63.33	1409	144
